,game_id,season,type,date_time_GMT,home_team,away_team,outcome,away_goals,home_goals
22042,2019020446,20192020,R,2019-12-06T02:00:00Z,Flames,Sabres,home win REG,3,4
22052,2019020447,20192020,R,2019-12-07T00:00:00Z,Devils,Blackhawks,away win OT,2,1
22053,2019020448,20192020,R,2019-12-07T00:00:00Z,Rangers,Canadiens,away win REG,2,1
22054,2019020449,20192020,R,2019-12-07T00:00:00Z,Penguins,Coyotes,home win REG,0,2
22055,2019020450,20192020,R,2019-12-07T02:00:00Z,Oilers,Kings,home win REG,1,2
22056,2019020451,20192020,R,2019-12-07T03:00:00Z,Ducks,Capitals,away win REG,3,2
22062,2019020452,20192020,R,2019-12-07T18:00:00Z,Flyers,Senators,home win REG,3,4
22063,2019020453,20192020,R,2019-12-07T21:00:00Z,Canucks,Sabres,home win OT,5,6
22064,2019020459,20192020,R,2019-12-08T00:00:00Z,Blues,Maple Leafs,away win REG,5,2
22065,2019020454,20192020,R,2019-12-08T00:00:00Z,Bruins,Avalanche,away win REG,4,1
22066,2019020455,20192020,R,2019-12-08T00:00:00Z,Red Wings,Penguins,away win REG,5,3
22067,2019020456,20192020,R,2019-12-08T00:00:00Z,Lightning,Sharks,home win REG,1,7
22068,2019020457,20192020,R,2019-12-08T00:00:00Z,Panthers,Blue Jackets,home win REG,1,4
22069,2019020458,20192020,R,2019-12-08T00:00:00Z,Hurricanes,Wild,home win REG,2,6
22070,2019020460,20192020,R,2019-12-08T01:00:00Z,Predators,Devils,home win REG,4,6
22071,2019020461,20192020,R,2019-12-08T02:00:00Z,Stars,Islanders,home win REG,1,3
22072,2019020462,20192020,R,2019-12-08T03:00:00Z,Flames,Kings,home win REG,3,4
22084,2019020463,20192020,R,2019-12-08T20:00:00Z,Jets,Ducks,home win REG,2,3
22085,2019020464,20192020,R,2019-12-08T22:00:00Z,Panthers,Sharks,home win REG,1,5
22086,2019020466,20192020,R,2019-12-09T00:00:00Z,Golden Knights,Rangers,away win REG,5,0
22087,2019020465,20192020,R,2019-12-09T00:00:00Z,Blackhawks,Coyotes,away win OT,4,3
22088,2019020467,20192020,R,2019-12-09T01:00:00Z,Oilers,Sabres,away win OT,3,2
22094,2019020468,20192020,R,2019-12-10T00:00:00Z,Lightning,Islanders,away win REG,5,1
22095,2019020469,20192020,R,2019-12-10T00:00:00Z,Capitals,Blue Jackets,away win REG,5,2
22096,2019020470,20192020,R,2019-12-10T00:30:00Z,Senators,Bruins,home win REG,2,5
22097,2019020471,20192020,R,2019-12-10T02:00:00Z,Avalanche,Flames,away win OT,5,4
22102,2019020473,20192020,R,2019-12-11T00:00:00Z,Panthers,Lightning,away win REG,2,1
22103,2019020474,20192020,R,2019-12-11T00:00:00Z,Penguins,Canadiens,away win REG,4,1
22104,2019020472,20192020,R,2019-12-11T00:30:00Z,Sabres,Blues,home win REG,2,5
22105,2019020475,20192020,R,2019-12-11T01:00:00Z,Predators,Sharks,home win REG,1,3
22106,2019020476,20192020,R,2019-12-11T01:00:00Z,Wild,Ducks,away win OT,3,2
22107,2019020477,20192020,R,2019-12-11T01:00:00Z,Jets,Red Wings,home win REG,1,5
22108,2019020478,20192020,R,2019-12-11T01:30:00Z,Stars,Devils,home win REG,0,2
22109,2019020479,20192020,R,2019-12-11T02:00:00Z,Oilers,Hurricanes,away win REG,6,3
22110,2019020480,20192020,R,2019-12-11T02:00:00Z,Coyotes,Flames,away win REG,5,2
22111,2019020481,20192020,R,2019-12-11T03:00:00Z,Canucks,Maple Leafs,away win REG,4,1
22112,2019020482,20192020,R,2019-12-11T03:00:00Z,Golden Knights,Blackhawks,home win REG,1,5
22113,2019020483,20192020,R,2019-12-11T03:30:00Z,Kings,Rangers,home win REG,1,3
22126,2019020484,20192020,R,2019-12-12T00:00:00Z,Capitals,Bruins,home win REG,2,3
22127,2019020485,20192020,R,2019-12-12T00:30:00Z,Canadiens,Senators,home win OT,2,3
22128,2019020486,20192020,R,2019-12-12T02:30:00Z,Avalanche,Flyers,home win REG,1,3
22132,2019020487,20192020,R,2019-12-13T00:00:00Z,Sabres,Predators,home win REG,3,4
22133,2019020488,20192020,R,2019-12-13T00:00:00Z,Lightning,Bruins,home win REG,2,3
22134,2019020489,20192020,R,2019-12-13T00:00:00Z,Panthers,Islanders,away win REG,3,1
22135,2019020490,20192020,R,2019-12-13T00:00:00Z,Penguins,Blue Jackets,home win OT,0,1
22136,2019020491,20192020,R,2019-12-13T00:30:00Z,Red Wings,Jets,home win REG,2,5
22137,2019020492,20192020,R,2019-12-13T01:00:00Z,Blues,Golden Knights,home win REG,2,4
22138,2019020493,20192020,R,2019-12-13T01:00:00Z,Wild,Oilers,home win REG,5,6
22139,2019020494,20192020,R,2019-12-13T02:00:00Z,Flames,Maple Leafs,home win REG,2,4
22140,2019020495,20192020,R,2019-12-13T02:00:00Z,Coyotes,Blackhawks,home win REG,2,5
22141,2019020496,20192020,R,2019-12-13T03:00:00Z,Canucks,Hurricanes,home win OT,0,1
22142,2019020497,20192020,R,2019-12-13T03:00:00Z,Ducks,Kings,away win REG,2,1
22143,2019020498,20192020,R,2019-12-13T03:30:00Z,Sharks,Rangers,away win REG,6,3
22156,2019020499,20192020,R,2019-12-14T01:00:00Z,Stars,Golden Knights,away win OT,3,2
22157,2019020500,20192020,R,2019-12-14T02:00:00Z,Avalanche,Devils,home win REG,1,3
22160,2019020501,20192020,R,2019-12-14T18:00:00Z,Senators,Blue Jackets,home win OT,3,4
22161,2019020502,20192020,R,2019-12-14T18:00:00Z,Islanders,Sabres,home win OT,2,3
22162,2019020504,20192020,R,2019-12-14T21:00:00Z,Ducks,Rangers,home win OT,3,4
22163,2019020503,20192020,R,2019-12-14T21:00:00Z,Flames,Hurricanes,away win REG,4,0
22164,2019020505,20192020,R,2019-12-14T23:30:00Z,Predators,Stars,away win REG,4,1
22165,2019020511,20192020,R,2019-12-15T00:00:00Z,Oilers,Maple Leafs,away win REG,4,1
22166,2019020510,20192020,R,2019-12-15T00:00:00Z,Wild,Flyers,home win REG,1,4
22167,2019020506,20192020,R,2019-12-15T00:00:00Z,Canadiens,Red Wings,away win REG,2,1
22168,2019020507,20192020,R,2019-12-15T00:00:00Z,Lightning,Capitals,away win REG,5,2
22169,2019020508,20192020,R,2019-12-15T00:00:00Z,Panthers,Bruins,away win REG,4,2
22170,2019020509,20192020,R,2019-12-15T00:00:00Z,Penguins,Kings,home win OT,4,5
22171,2019020513,20192020,R,2019-12-15T01:00:00Z,Coyotes,Devils,away win REG,2,1
22172,2019020512,20192020,R,2019-12-15T01:00:00Z,Blues,Blackhawks,home win REG,3,4
22173,2019020514,20192020,R,2019-12-15T03:00:00Z,Sharks,Canucks,home win REG,2,4
22188,2019020515,20192020,R,2019-12-15T22:00:00Z,Jets,Flyers,home win REG,3,7
22189,2019020517,20192020,R,2019-12-16T00:00:00Z,Blackhawks,Wild,home win REG,3,5
22190,2019020516,20192020,R,2019-12-16T00:00:00Z,Red Wings,Kings,away win REG,4,2
22191,2019020518,20192020,R,2019-12-16T01:00:00Z,Golden Knights,Canucks,home win REG,3,6
22196,2019020519,20192020,R,2019-12-17T00:00:00Z,Panthers,Senators,home win REG,1,6
22197,2019020520,20192020,R,2019-12-17T00:00:00Z,Rangers,Predators,away win REG,5,2
22198,2019020521,20192020,R,2019-12-17T00:00:00Z,Blue Jackets,Capitals,home win REG,0,3
22199,2019020522,20192020,R,2019-12-17T01:00:00Z,Blues,Avalanche,home win REG,2,5
22200,2019020523,20192020,R,2019-12-17T01:30:00Z,Stars,Oilers,away win REG,2,1
22206,2019020524,20192020,R,2019-12-18T00:00:00Z,Bruins,Kings,away win OT,4,3
22207,2019020525,20192020,R,2019-12-18T00:00:00Z,Maple Leafs,Sabres,home win REG,3,5
22208,2019020526,20192020,R,2019-12-18T00:00:00Z,Lightning,Senators,home win OT,3,4
22209,2019020527,20192020,R,2019-12-18T00:00:00Z,Islanders,Predators,away win REG,8,3
22210,2019020528,20192020,R,2019-12-18T00:00:00Z,Flyers,Ducks,home win REG,1,4
22211,2019020529,20192020,R,2019-12-18T00:30:00Z,Red Wings,Blue Jackets,away win REG,5,3
22212,2019020530,20192020,R,2019-12-18T01:00:00Z,Jets,Hurricanes,away win REG,6,3
22213,2019020531,20192020,R,2019-12-18T02:00:00Z,Flames,Penguins,away win REG,4,1
22214,2019020532,20192020,R,2019-12-18T03:00:00Z,Canucks,Canadiens,away win REG,3,1
22215,2019020533,20192020,R,2019-12-18T03:00:00Z,Golden Knights,Wild,home win REG,2,3
22216,2019020534,20192020,R,2019-12-18T03:30:00Z,Sharks,Coyotes,away win REG,3,2
22228,2019020535,20192020,R,2019-12-19T00:00:00Z,Devils,Ducks,home win REG,1,3
22229,2019020536,20192020,R,2019-12-19T01:00:00Z,Blackhawks,Avalanche,away win REG,4,1
22230,2019020537,20192020,R,2019-12-19T01:30:00Z,Blues,Oilers,home win REG,1,2
22234,2019020538,20192020,R,2019-12-20T00:00:00Z,Bruins,Islanders,away win OT,3,2
22235,2019020539,20192020,R,2019-12-20T00:00:00Z,Lightning,Stars,away win OT,4,3
22236,2019020540,20192020,R,2019-12-20T00:00:00Z,Flyers,Sabres,home win REG,1,6
22237,2019020541,20192020,R,2019-12-20T00:00:00Z,Blue Jackets,Kings,home win OT,2,3
22238,2019020542,20192020,R,2019-12-20T00:30:00Z,Senators,Predators,home win OT,4,5
22239,2019020543,20192020,R,2019-12-20T01:00:00Z,Jets,Blackhawks,away win REG,4,1
22240,2019020544,20192020,R,2019-12-20T02:00:00Z,Avalanche,Hurricanes,away win REG,3,1
22241,2019020545,20192020,R,2019-12-20T02:00:00Z,Flames,Canadiens,away win OT,4,3
22242,2019020546,20192020,R,2019-12-20T02:30:00Z,Coyotes,Wild,away win REG,8,5
22243,2019020547,20192020,R,2019-12-20T03:00:00Z,Canucks,Golden Knights,home win OT,4,5
22254,2019020548,20192020,R,2019-12-21T00:00:00Z,Panthers,Stars,home win REG,4,7
22255,2019020549,20192020,R,2019-12-21T00:00:00Z,Devils,Capitals,away win REG,6,3
22256,2019020550,20192020,R,2019-12-21T00:00:00Z,Rangers,Maple Leafs,away win REG,6,3
22257,2019020551,20192020,R,2019-12-21T02:00:00Z,Oilers,Penguins,away win REG,5,2
22262,2019020552,20192020,R,2019-12-21T18:00:00Z,Sabres,Kings,home win REG,2,3
22263,2019020553,20192020,R,2019-12-21T18:00:00Z,Islanders,Ducks,away win OT,6,5
22264,2019020554,20192020,R,2019-12-21T19:00:00Z,Wild,Jets,away win REG,6,0
22265,2019020561,20192020,R,2019-12-22T00:00:00Z,Oilers,Canadiens,home win REG,3,4
22266,2019020555,20192020,R,2019-12-22T00:00:00Z,Bruins,Predators,away win OT,4,3
22267,2019020556,20192020,R,2019-12-22T00:00:00Z,Maple Leafs,Red Wings,home win REG,1,4
22268,2019020557,20192020,R,2019-12-22T00:00:00Z,Senators,Flyers,away win OT,5,4
22269,2019020558,20192020,R,2019-12-22T00:00:00Z,Capitals,Lightning,home win REG,1,3
22270,2019020559,20192020,R,2019-12-22T00:00:00Z,Hurricanes,Panthers,away win REG,4,2
22271,2019020560,20192020,R,2019-12-22T00:00:00Z,Blue Jackets,Devils,home win REG,1,5
22272,2019020562,20192020,R,2019-12-22T02:00:00Z,Avalanche,Blackhawks,away win REG,5,3
22273,2019020563,20192020,R,2019-12-22T03:00:00Z,Canucks,Penguins,home win REG,1,4
22274,2019020564,20192020,R,2019-12-22T03:30:00Z,Sharks,Blues,away win REG,5,2
22288,2019020565,20192020,R,2019-12-22T17:30:00Z,Rangers,Ducks,home win REG,1,5
22289,2019020567,20192020,R,2019-12-23T00:00:00Z,Stars,Flames,away win REG,5,1
22290,2019020566,20192020,R,2019-12-23T00:00:00Z,Red Wings,Coyotes,away win REG,5,2
22291,2019020568,20192020,R,2019-12-23T03:00:00Z,Sharks,Golden Knights,away win REG,3,1
22296,2019020569,20192020,R,2019-12-23T19:00:00Z,Maple Leafs,Hurricanes,home win REG,6,8
22297,2019020570,20192020,R,2019-12-23T22:00:00Z,Wild,Flames,home win REG,0,3
22298,2019020571,20192020,R,2019-12-24T00:00:00Z,Bruins,Capitals,home win REG,3,7
22299,2019020572,20192020,R,2019-12-24T00:00:00Z,Lightning,Panthers,home win REG,1,6
22300,2019020573,20192020,R,2019-12-24T00:00:00Z,Islanders,Blue Jackets,away win REG,3,2
22301,2019020574,20192020,R,2019-12-24T00:00:00Z,Flyers,Rangers,home win REG,1,5
22302,2019020575,20192020,R,2019-12-24T00:30:00Z,Senators,Sabres,home win REG,1,3
22303,2019020576,20192020,R,2019-12-24T01:00:00Z,Predators,Coyotes,home win REG,2,3
22304,2019020577,20192020,R,2019-12-24T01:00:00Z,Jets,Canadiens,away win REG,6,2
22305,2019020578,20192020,R,2019-12-24T01:30:00Z,Blackhawks,Devils,away win REG,7,1
22306,2019020579,20192020,R,2019-12-24T03:00:00Z,Canucks,Oilers,home win REG,2,4
22307,2019020580,20192020,R,2019-12-24T03:00:00Z,Golden Knights,Avalanche,away win REG,7,3
22308,2019020581,20192020,R,2019-12-24T03:00:00Z,Kings,Blues,away win REG,4,1
22322,2019020582,20192020,R,2019-12-28T00:00:00Z,Sabres,Bruins,away win REG,3,0
22323,2019020583,20192020,R,2019-12-28T00:00:00Z,Devils,Maple Leafs,away win OT,5,4
22324,2019020584,20192020,R,2019-12-28T00:00:00Z,Rangers,Hurricanes,home win REG,3,5
22325,2019020585,20192020,R,2019-12-28T00:00:00Z,Capitals,Blue Jackets,home win OT,1,2
22326,2019020588,20192020,R,2019-12-28T01:00:00Z,Avalanche,Wild,away win REG,6,4
22327,2019020586,20192020,R,2019-12-28T01:00:00Z,Predators,Penguins,away win REG,5,2
22328,2019020587,20192020,R,2019-12-28T01:00:00Z,Jets,Blues,away win OT,5,4
22329,2019020589,20192020,R,2019-12-28T01:30:00Z,Blackhawks,Islanders,home win REG,2,5
22330,2019020590,20192020,R,2019-12-28T02:00:00Z,Oilers,Flames,away win REG,5,1
22331,2019020591,20192020,R,2019-12-28T03:00:00Z,Ducks,Golden Knights,home win REG,3,4
22332,2019020592,20192020,R,2019-12-28T03:00:00Z,Sharks,Kings,away win OT,3,2
22344,2019020598,20192020,R,2019-12-29T00:00:00Z,Stars,Avalanche,home win OT,2,3
22345,2019020593,20192020,R,2019-12-29T00:00:00Z,Maple Leafs,Rangers,away win OT,5,4
22346,2019020594,20192020,R,2019-12-29T00:00:00Z,Lightning,Canadiens,home win REG,4,5
22347,2019020595,20192020,R,2019-12-29T00:00:00Z,Panthers,Red Wings,home win REG,4,5
22348,2019020596,20192020,R,2019-12-29T00:00:00Z,Penguins,Predators,home win REG,4,6
22349,2019020597,20192020,R,2019-12-29T00:00:00Z,Hurricanes,Capitals,home win REG,4,6
22350,2019020599,20192020,R,2019-12-29T03:00:00Z,Canucks,Kings,home win REG,2,3
22351,2019020600,20192020,R,2019-12-29T03:00:00Z,Golden Knights,Coyotes,home win REG,1,4
22352,2019020601,20192020,R,2019-12-29T03:30:00Z,Sharks,Flyers,home win REG,1,6
22362,2019020602,20192020,R,2019-12-29T20:00:00Z,Blues,Jets,home win REG,1,4
22363,2019020603,20192020,R,2019-12-29T22:00:00Z,Senators,Devils,away win OT,4,3
22364,2019020604,20192020,R,2019-12-29T22:00:00Z,Blue Jackets,Blackhawks,away win OT,3,2
22365,2019020605,20192020,R,2019-12-29T23:00:00Z,Wild,Islanders,away win REG,3,1
22366,2019020606,20192020,R,2019-12-30T00:00:00Z,Bruins,Sabres,home win REG,2,3
22367,2019020607,20192020,R,2019-12-30T00:00:00Z,Lightning,Red Wings,home win REG,1,2
22368,2019020608,20192020,R,2019-12-30T00:00:00Z,Panthers,Canadiens,home win REG,5,6
22369,2019020609,20192020,R,2019-12-30T01:00:00Z,Coyotes,Stars,away win REG,4,2
22370,2019020610,20192020,R,2019-12-30T01:30:00Z,Ducks,Flyers,away win OT,2,1
22371,2019020611,20192020,R,2019-12-30T02:30:00Z,Flames,Canucks,away win REG,5,2
22382,2019020612,20192020,R,2019-12-31T00:00:00Z,Penguins,Senators,home win REG,2,5
22384,2019020613,20192020,R,2019-12-31T18:00:00Z,Devils,Bruins,home win OT,2,3
22385,2019020614,20192020,R,2019-12-31T18:00:00Z,Capitals,Islanders,away win REG,4,3
22386,2019020615,20192020,R,2019-12-31T20:00:00Z,Golden Knights,Ducks,home win REG,2,5
22387,2019020616,20192020,R,2019-12-31T23:00:00Z,Wild,Maple Leafs,away win REG,4,1
22388,2019020617,20192020,R,2020-01-01T00:00:00Z,Sabres,Lightning,away win REG,6,4
22389,2019020618,20192020,R,2020-01-01T00:00:00Z,Hurricanes,Canadiens,home win REG,1,3
22390,2019020619,20192020,R,2020-01-01T00:00:00Z,Blue Jackets,Panthers,home win REG,1,4
22391,2019020620,20192020,R,2020-01-01T00:30:00Z,Red Wings,Sharks,home win REG,0,2
22392,2019020621,20192020,R,2020-01-01T01:00:00Z,Avalanche,Jets,away win REG,7,4
22393,2019020625,20192020,R,2020-01-01T02:00:00Z,Kings,Flyers,home win REG,3,5
22394,2019020622,20192020,R,2020-01-01T02:00:00Z,Flames,Blackhawks,away win REG,5,3
22395,2019020623,20192020,R,2020-01-01T02:00:00Z,Oilers,Rangers,home win REG,5,7
22396,2019020624,20192020,R,2020-01-01T02:00:00Z,Coyotes,Blues,home win REG,1,3
22410,2019020626,20192020,R,2020-01-01T19:00:00Z,Stars,Predators,home win REG,2,4
22412,2019020627,20192020,R,2020-01-03T00:00:00Z,Bruins,Blue Jackets,away win OT,2,1
22413,2019020628,20192020,R,2020-01-03T00:00:00Z,Sabres,Oilers,home win OT,2,3
22414,2019020629,20192020,R,2020-01-03T00:00:00Z,Canadiens,Lightning,away win REG,2,1
22415,2019020630,20192020,R,2020-01-03T00:00:00Z,Islanders,Devils,away win REG,2,1
22416,2019020631,20192020,R,2020-01-03T00:00:00Z,Penguins,Sharks,away win OT,3,2
22417,2019020632,20192020,R,2020-01-03T00:30:00Z,Senators,Panthers,away win REG,6,3
22418,2019020633,20192020,R,2020-01-03T01:00:00Z,Jets,Maple Leafs,away win REG,6,3
22419,2019020635,20192020,R,2020-01-03T02:00:00Z,Flames,Rangers,home win REG,3,4
22420,2019020636,20192020,R,2020-01-03T02:00:00Z,Coyotes,Ducks,home win REG,2,4
22421,2019020634,20192020,R,2020-01-03T02:30:00Z,Avalanche,Blues,home win REG,3,7
22422,2019020637,20192020,R,2020-01-03T03:00:00Z,Canucks,Blackhawks,home win REG,5,7
22423,2019020638,20192020,R,2020-01-03T03:00:00Z,Golden Knights,Flyers,home win REG,4,5
22436,2019020639,20192020,R,2020-01-04T00:30:00Z,Hurricanes,Capitals,away win REG,4,3
22437,2019020640,20192020,R,2020-01-04T01:30:00Z,Stars,Red Wings,home win REG,1,4
22440,2019020641,20192020,R,2020-01-04T18:00:00Z,Bruins,Oilers,away win REG,4,1
22441,2019020642,20192020,R,2020-01-04T18:00:00Z,Blue Jackets,Sharks,away win REG,3,2
22442,2019020645,20192020,R,2020-01-04T18:00:00Z,Sabres,Panthers,home win REG,2,3
22443,2019020643,20192020,R,2020-01-04T19:00:00Z,Wild,Jets,home win OT,2,3
22444,2019020644,20192020,R,2020-01-04T21:00:00Z,Golden Knights,Blues,home win OT,4,5
22445,2019020646,20192020,R,2020-01-05T00:00:00Z,Maple Leafs,Islanders,home win REG,0,3
22446,2019020647,20192020,R,2020-01-05T00:00:00Z,Canadiens,Penguins,away win OT,3,2
22447,2019020648,20192020,R,2020-01-05T00:00:00Z,Senators,Lightning,away win REG,5,3
22448,2019020649,20192020,R,2020-01-05T00:00:00Z,Devils,Avalanche,away win REG,5,2
22449,2019020650,20192020,R,2020-01-05T01:00:00Z,Coyotes,Flyers,home win REG,2,6
22450,2019020651,20192020,R,2020-01-05T03:00:00Z,Canucks,Rangers,home win REG,1,2
22451,2019020652,20192020,R,2020-01-05T03:30:00Z,Kings,Predators,away win REG,4,1
22464,2019020653,20192020,R,2020-01-05T17:30:00Z,Capitals,Sharks,home win OT,4,5
22465,2019020654,20192020,R,2020-01-05T22:00:00Z,Penguins,Panthers,away win REG,4,1
22466,2019020655,20192020,R,2020-01-05T22:00:00Z,Hurricanes,Lightning,away win REG,3,1
22467,2019020656,20192020,R,2020-01-06T00:00:00Z,Wild,Flames,away win OT,5,4
22468,2019020657,20192020,R,2020-01-06T00:30:00Z,Blackhawks,Red Wings,home win REG,2,4
22469,2019020658,20192020,R,2020-01-06T03:00:00Z,Ducks,Predators,home win OT,4,5
22476,2019020659,20192020,R,2020-01-07T00:00:00Z,Maple Leafs,Oilers,away win REG,6,4
22477,2019020660,20192020,R,2020-01-07T00:00:00Z,Canadiens,Jets,away win REG,3,2
22478,2019020661,20192020,R,2020-01-07T00:00:00Z,Islanders,Avalanche,home win REG,0,1
22479,2019020662,20192020,R,2020-01-07T03:30:00Z,Kings,Blue Jackets,away win REG,4,2
22484,2019020663,20192020,R,2020-01-08T00:00:00Z,Lightning,Canucks,home win REG,2,9
22485,2019020664,20192020,R,2020-01-08T00:00:00Z,Panthers,Coyotes,away win REG,5,2
22486,2019020665,20192020,R,2020-01-08T00:00:00Z,Devils,Islanders,away win OT,4,3
22487,2019020667,20192020,R,2020-01-08T00:00:00Z,Capitals,Senators,home win REG,1,6
22488,2019020668,20192020,R,2020-01-08T00:00:00Z,Hurricanes,Flyers,home win OT,4,5
22489,2019020666,20192020,R,2020-01-08T00:30:00Z,Rangers,Avalanche,home win REG,3,5
22490,2019020669,20192020,R,2020-01-08T00:30:00Z,Red Wings,Canadiens,home win REG,3,4
22491,2019020670,20192020,R,2020-01-08T01:00:00Z,Blues,Sharks,home win REG,2,3
22492,2019020671,20192020,R,2020-01-08T01:00:00Z,Predators,Bruins,away win REG,6,2
22493,2019020672,20192020,R,2020-01-08T01:30:00Z,Blackhawks,Flames,away win REG,2,1
22494,2019020673,20192020,R,2020-01-08T03:00:00Z,Golden Knights,Penguins,away win REG,4,3
22495,2019020674,20192020,R,2020-01-08T03:00:00Z,Ducks,Blue Jackets,away win REG,4,3
22508,2019020675,20192020,R,2020-01-09T00:30:00Z,Maple Leafs,Jets,away win OT,4,3
22509,2019020676,20192020,R,2020-01-09T00:30:00Z,Flyers,Capitals,home win REG,2,3
22510,2019020677,20192020,R,2020-01-09T03:00:00Z,Kings,Stars,away win REG,2,1
22514,2019020678,20192020,R,2020-01-10T00:00:00Z,Bruins,Jets,home win REG,4,5
22515,2019020679,20192020,R,2020-01-10T00:00:00Z,Canadiens,Oilers,away win REG,4,2
22516,2019020680,20192020,R,2020-01-10T00:00:00Z,Lightning,Coyotes,home win REG,0,4
22517,2019020681,20192020,R,2020-01-10T00:00:00Z,Panthers,Canucks,home win REG,2,5
22518,2019020682,20192020,R,2020-01-10T00:00:00Z,Rangers,Devils,home win REG,3,6
22519,2019020683,20192020,R,2020-01-10T01:00:00Z,Blues,Sabres,home win REG,1,5
22520,2019020684,20192020,R,2020-01-10T01:30:00Z,Blackhawks,Predators,away win REG,5,2
22521,2019020685,20192020,R,2020-01-10T02:00:00Z,Flames,Wild,home win REG,1,2
22522,2019020686,20192020,R,2020-01-10T03:00:00Z,Golden Knights,Kings,away win REG,5,2
22523,2019020687,20192020,R,2020-01-10T03:00:00Z,Ducks,Stars,away win REG,3,0
22524,2019020688,20192020,R,2020-01-10T03:30:00Z,Sharks,Blue Jackets,home win REG,1,3
22536,2019020689,20192020,R,2020-01-11T00:30:00Z,Red Wings,Senators,home win OT,2,3
22537,2019020690,20192020,R,2020-01-11T00:30:00Z,Hurricanes,Coyotes,home win REG,0,3
22538,2019020691,20192020,R,2020-01-11T02:00:00Z,Avalanche,Penguins,away win OT,4,3
22542,2019020692,20192020,R,2020-01-11T18:00:00Z,Sabres,Canucks,away win REG,6,3
22543,2019020693,20192020,R,2020-01-12T00:00:00Z,Senators,Canadiens,away win OT,2,1
22544,2019020694,20192020,R,2020-01-12T00:00:00Z,Islanders,Bruins,away win OT,3,2
22545,2019020695,20192020,R,2020-01-12T00:00:00Z,Flyers,Lightning,away win REG,1,0
22546,2019020696,20192020,R,2020-01-12T00:00:00Z,Capitals,Devils,away win REG,5,1
22547,2019020697,20192020,R,2020-01-12T00:00:00Z,Hurricanes,Kings,home win REG,0,2
22548,2019020698,20192020,R,2020-01-12T01:00:00Z,Blues,Rangers,home win REG,2,5
22549,2019020699,20192020,R,2020-01-12T01:30:00Z,Blackhawks,Ducks,home win REG,2,4
22550,2019020701,20192020,R,2020-01-12T03:00:00Z,Golden Knights,Blue Jackets,away win REG,3,0
22551,2019020700,20192020,R,2020-01-12T03:00:00Z,Flames,Oilers,home win REG,3,4
22552,2019020702,20192020,R,2020-01-12T03:30:00Z,Sharks,Stars,home win REG,1,2
22564,2019020703,20192020,R,2020-01-12T19:00:00Z,Jets,Predators,away win REG,1,0
22565,2019020704,20192020,R,2020-01-12T21:00:00Z,Wild,Canucks,away win REG,4,1
22566,2019020705,20192020,R,2020-01-12T22:00:00Z,Red Wings,Sabres,away win REG,5,1
22567,2019020706,20192020,R,2020-01-12T23:00:00Z,Coyotes,Penguins,away win OT,4,3
22568,2019020707,20192020,R,2020-01-13T00:00:00Z,Panthers,Maple Leafs,home win REG,4,8
22569,2019020708,20192020,R,2020-01-13T00:00:00Z,Devils,Lightning,home win REG,1,3
22576,2019020709,20192020,R,2020-01-14T00:00:00Z,Canadiens,Flames,home win REG,0,2
22577,2019020710,20192020,R,2020-01-14T00:00:00Z,Rangers,Islanders,home win REG,2,6
22578,2019020711,20192020,R,2020-01-14T00:00:00Z,Flyers,Bruins,home win OT,5,6
22579,2019020712,20192020,R,2020-01-14T00:00:00Z,Capitals,Hurricanes,home win REG,0,2
22580,2019020713,20192020,R,2020-01-14T01:00:00Z,Blues,Ducks,home win REG,1,4
22586,2019020714,20192020,R,2020-01-15T00:00:00Z,Sabres,Golden Knights,home win REG,2,4
22587,2019020715,20192020,R,2020-01-15T00:00:00Z,Maple Leafs,Devils,home win REG,4,7
22588,2019020716,20192020,R,2020-01-15T00:00:00Z,Lightning,Kings,home win OT,3,4
22589,2019020717,20192020,R,2020-01-15T00:00:00Z,Islanders,Red Wings,home win REG,2,8
22590,2019020718,20192020,R,2020-01-15T00:00:00Z,Penguins,Wild,home win REG,3,7
22591,2019020719,20192020,R,2020-01-15T00:00:00Z,Blue Jackets,Bruins,home win REG,0,3
22592,2019020720,20192020,R,2020-01-15T00:30:00Z,Senators,Blackhawks,away win OT,3,2
22593,2019020721,20192020,R,2020-01-15T01:00:00Z,Jets,Canucks,home win REG,0,4
22594,2019020722,20192020,R,2020-01-15T02:00:00Z,Avalanche,Stars,away win OT,3,2
22595,2019020723,20192020,R,2020-01-15T02:00:00Z,Oilers,Predators,home win REG,2,4
22596,2019020724,20192020,R,2020-01-15T02:00:00Z,Coyotes,Sharks,home win REG,3,6
22608,2019020725,20192020,R,2020-01-16T00:30:00Z,Canadiens,Blackhawks,away win REG,4,1
22609,2019020726,20192020,R,2020-01-16T01:00:00Z,Blues,Flyers,away win OT,4,3
22612,2019020727,20192020,R,2020-01-17T00:00:00Z,Bruins,Penguins,home win REG,1,4
22613,2019020728,20192020,R,2020-01-17T00:00:00Z,Maple Leafs,Flames,away win OT,2,1
22614,2019020729,20192020,R,2020-01-17T00:00:00Z,Panthers,Kings,home win REG,3,4
22615,2019020730,20192020,R,2020-01-17T00:00:00Z,Islanders,Rangers,away win REG,3,2
22616,2019020731,20192020,R,2020-01-17T00:00:00Z,Flyers,Canadiens,away win REG,4,1
22617,2019020732,20192020,R,2020-01-17T00:00:00Z,Capitals,Devils,home win REG,2,5
22618,2019020733,20192020,R,2020-01-17T00:00:00Z,Blue Jackets,Hurricanes,home win REG,2,3
